hour symbol vwap
"2019-01-30 15:00:00+00:00" DUK 86.06
"2019-01-30 15:00:00+00:00" CGNX 43.44
"2019-01-30 15:00:00+00:00" ARW 74.5
"2019-01-30 15:00:00+00:00" TTD 136.42
"2019-01-30 15:00:00+00:00" PTEU 25.11
"2019-01-30 15:00:00+00:00" TCF 22.86
"2019-01-30 15:00:00+00:00" NTCT 25.93
"2019-01-30 15:00:00+00:00" SALT 4.98
"2019-01-30 15:00:00+00:00" UAL 85.88
"2019-01-30 15:00:00+00:00" YETI 16.64
"2019-01-30 15:00:00+00:00" GEF 38.47
"2019-01-30 15:00:00+00:00" SLGN 26.88
"2019-01-30 15:00:00+00:00" AJG 71.98
"2019-01-30 15:00:00+00:00" VCEL 16.79
"2019-01-30 15:00:00+00:00" BOIL 24.79
"2019-01-30 15:00:00+00:00" IDXX 206.32
"2019-01-30 15:00:00+00:00" BSCL 20.83
"2019-01-30 15:00:00+00:00" CRMT 70.08
"2019-01-30 15:00:00+00:00" REML 24.53
"2019-01-30 15:00:00+00:00" TKC 6.86
"2019-01-30 15:00:00+00:00" AVCO 5.31
"2019-01-30 15:00:00+00:00" TC 6.51
"2019-01-30 15:00:00+00:00" INVA 20.15
"2019-01-30 15:00:00+00:00" SEND 49.17
"2019-01-30 15:00:00+00:00" ANAB 61.88
"2019-01-30 15:00:00+00:00" TAP 64.48
"2019-01-30 15:00:00+00:00" XEC 75.36
"2019-01-30 15:00:00+00:00" DEO 144.5
"2019-01-30 15:00:00+00:00" SE 13.42
"2019-01-30 15:00:00+00:00" FBK 34.34
"2019-01-30 15:00:00+00:00" CEM 12.18
"2019-01-30 15:00:00+00:00" PBI 7.14
"2019-01-30 15:00:00+00:00" DBX 23.6
"2019-01-30 15:00:00+00:00" BPMX 0.1
"2019-01-30 15:00:00+00:00" BERY 50.52
"2019-01-30 15:00:00+00:00" AZN 36.03
"2019-01-30 15:00:00+00:00" VSAT 61.23
"2019-01-30 15:00:00+00:00" MOH 134.71
"2019-01-30 15:00:00+00:00" ECL 155.53
"2019-01-30 15:00:00+00:00" SFIX 23.14
"2019-01-30 15:00:00+00:00" JCP 1.28
"2019-01-30 15:00:00+00:00" LSTR 102.37
"2019-01-30 15:00:00+00:00" ALLK 39.03
"2019-01-30 15:00:00+00:00" RGNX 42.28
"2019-01-30 15:00:00+00:00" MRO 15.92
"2019-01-30 15:00:00+00:00" THS 57.13
"2019-01-30 15:00:00+00:00" UBOT 8.65
"2019-01-30 15:00:00+00:00" VST 24.89
"2019-01-30 15:00:00+00:00" WBC 112.88
"2019-01-30 15:00:00+00:00" WST 105.22
"2019-01-30 15:00:00+00:00" BPMC 69.9
"2019-01-30 15:00:00+00:00" FLXN 13.81
"2019-01-30 15:00:00+00:00" UE 20.47
"2019-01-30 15:00:00+00:00" CF 42.38
"2019-01-30 15:00:00+00:00" TRTN 35.43
"2019-01-30 15:00:00+00:00" CTAS 183.32
"2019-01-30 15:00:00+00:00" NATH 69.73
"2019-01-30 15:00:00+00:00" DDS 66.11
"2019-01-30 15:00:00+00:00" UEIC 27.07
"2019-01-30 15:00:00+00:00" LOGI 35.89
"2019-01-30 15:00:00+00:00" KSS 68.45
"2019-01-30 15:00:00+00:00" M 25.45
"2019-01-30 15:00:00+00:00" GBCI 42.5
"2019-01-30 15:00:00+00:00" QRVO 64.65
"2019-01-30 15:00:00+00:00" WAL 45.53
"2019-01-30 15:00:00+00:00" PAC 88.43
"2019-01-30 15:00:00+00:00" NCR 26.63
"2019-01-30 15:00:00+00:00" GLUU 9.31
"2019-01-30 15:00:00+00:00" CL 63.85
"2019-01-30 15:00:00+00:00" IDTI 48.78
"2019-01-30 15:00:00+00:00" SHOO 32.08
"2019-01-30 15:00:00+00:00" IQV 124.94
"2019-01-30 15:00:00+00:00" MTCH 52.37
"2019-01-30 15:00:00+00:00" MDP 53.99
"2019-01-30 15:00:00+00:00" BGS 26.65
"2019-01-30 15:00:00+00:00" MTSI 17.32
"2019-01-30 15:00:00+00:00" MC 43.51
"2019-01-30 15:00:00+00:00" ANGO 20.64
"2019-01-30 15:00:00+00:00" ACLS 20.45
"2019-01-30 15:00:00+00:00" BKEPP 5.77
"2019-01-30 15:00:00+00:00" FLT 198.05
"2019-01-30 15:00:00+00:00" ACA 29.0
"2019-01-30 15:00:00+00:00" SUPN 37.02
"2019-01-30 15:00:00+00:00" VAR 130.97
"2019-01-30 15:00:00+00:00" CSGP 378.83
"2019-01-30 15:00:00+00:00" LLY 116.25
"2019-01-30 15:00:00+00:00" TWOU 55.91
"2019-01-30 15:00:00+00:00" UNH 271.11
"2019-01-30 15:00:00+00:00" PODD 76.32
"2019-01-30 15:00:00+00:00" FICO 215.04
"2019-01-30 15:00:00+00:00" AGNC 17.95
"2019-01-30 15:00:00+00:00" PEN 138.8
"2019-01-30 15:00:00+00:00" FANG 100.94
"2019-01-30 15:00:00+00:00" MKC 123.16
"2019-01-30 15:00:00+00:00" AAWW 50.76
"2019-01-30 15:00:00+00:00" XLF 25.77
"2019-01-30 15:00:00+00:00" NDAQ 85.71
"2019-01-30 15:00:00+00:00" C 63.09
"2019-01-30 15:00:00+00:00" CB 131.26
"2019-01-30 15:00:00+00:00" SITC 13.33
"2019-01-30 15:00:00+00:00" AMOT 41.88
"2019-01-30 15:00:00+00:00" CZZ 10.5
"2019-01-30 15:00:00+00:00" SBUX 67.64
"2019-01-30 15:00:00+00:00" FE 38.75
"2019-01-30 15:00:00+00:00" SF 47.77
"2019-01-30 15:00:00+00:00" NTRS 88.71
"2019-01-30 15:00:00+00:00" WPX 12.19
"2019-01-30 15:00:00+00:00" GSKY 10.9
"2019-01-30 15:00:00+00:00" ZLAB 26.62
"2019-01-30 15:00:00+00:00" MLHR 33.07
"2019-01-30 15:00:00+00:00" SCS 16.21
"2019-01-30 15:00:00+00:00" TYG 24.55
"2019-01-30 15:00:00+00:00" SEIC 48.2
"2019-01-30 15:00:00+00:00" JNUG 10.5
"2019-01-30 15:00:00+00:00" BBD 11.35
"2019-01-30 15:00:00+00:00" CTLT 36.01
"2019-01-30 15:00:00+00:00" BPOP 55.11
"2019-01-30 15:00:00+00:00" TRUP 24.8
"2019-01-30 15:00:00+00:00" FOLD 11.33
"2019-01-30 15:00:00+00:00" UMPQ 17.67
"2019-01-30 15:00:00+00:00" CBLK 15.32
"2019-01-30 15:00:00+00:00" DVAX 10.81
"2019-01-30 15:00:00+00:00" GTX 15.24
"2019-01-30 15:00:00+00:00" TMK 81.71
"2019-01-30 15:00:00+00:00" JCOM 73.45
"2019-01-30 15:00:00+00:00" EEM 41.95
"2019-01-30 15:00:00+00:00" PCMI 20.89
"2019-01-30 15:00:00+00:00" MGM 28.47
"2019-01-30 15:00:00+00:00" BR 99.46
"2019-01-30 15:00:00+00:00" CCEP 46.12
"2019-01-30 15:00:00+00:00" WEN 17.33
"2019-01-30 15:00:00+00:00" CHK 2.85
"2019-01-30 15:00:00+00:00" ROST 91.62
"2019-01-30 15:00:00+00:00" FRT 131.5
"2019-01-30 15:00:00+00:00" FSBW 50.76
"2019-01-30 15:00:00+00:00" MPW 17.9
"2019-01-30 15:00:00+00:00" FTSV 14.37
"2019-01-30 15:00:00+00:00" ZNGA 4.46
"2019-01-30 15:00:00+00:00" RTRX 20.47
"2019-01-30 15:00:00+00:00" SNH 13.49
"2019-01-30 15:00:00+00:00" KO 47.54
"2019-01-30 15:00:00+00:00" JAZZ 126.13
"2019-01-30 15:00:00+00:00" HIX 6.32
"2019-01-30 15:00:00+00:00" ST 47.02
"2019-01-30 15:00:00+00:00" CLNY 5.86
"2019-01-30 15:00:00+00:00" CPB 34.73
"2019-01-30 15:00:00+00:00" USA 5.71
"2019-01-30 15:00:00+00:00" AMX 15.72
"2019-01-30 15:00:00+00:00" TYME 2.66
"2019-01-30 15:00:00+00:00" RPM 55.7
"2019-01-30 15:00:00+00:00" WLTW 159.52
"2019-01-30 15:00:00+00:00" THRM 40.45
"2019-01-30 15:00:00+00:00" XYL 70.29
"2019-01-30 15:00:00+00:00" AMWD 66.7
"2019-01-30 15:00:00+00:00" TMUS 67.47
"2019-01-30 15:00:00+00:00" RUN 12.33
"2019-01-30 15:00:00+00:00" FTV 73.56
"2019-01-30 15:00:00+00:00" SOHU 20.55
"2019-01-30 15:00:00+00:00" CS 12.36
"2019-01-30 15:00:00+00:00" O 67.28
"2019-01-30 15:00:00+00:00" SIMO 38.29
"2019-01-30 15:00:00+00:00" XPO 60.82
"2019-01-30 15:00:00+00:00" DSW 26.93
"2019-01-30 15:00:00+00:00" GPC 98.48
"2019-01-30 15:00:00+00:00" ESPR 44.74
"2019-01-30 15:00:00+00:00" ABC 79.57
"2019-01-30 15:00:00+00:00" OLED 102.33
"2019-01-30 15:00:00+00:00" BSCN 20.38
"2019-01-30 15:00:00+00:00" CHCO 71.96
"2019-01-30 15:00:00+00:00" MORN 117.73
"2019-01-30 15:00:00+00:00" DHS 68.79
"2019-01-30 15:00:00+00:00" SYMC 20.44
"2019-01-30 15:00:00+00:00" UPWK 18.98
"2019-01-30 15:00:00+00:00" CHUY 21.6
"2019-01-30 15:00:00+00:00" ARWR 13.35
"2019-01-30 15:00:00+00:00" NNBR 8.83
"2019-01-30 15:00:00+00:00" DVN 27.1
"2019-01-30 15:00:00+00:00" DDM 42.48
"2019-01-30 15:00:00+00:00" WMB 26.76
"2019-01-30 15:00:00+00:00" WHD 32.61
"2019-01-30 15:00:00+00:00" HTHT 30.48
"2019-01-30 15:00:00+00:00" RUBY 13.56
"2019-01-30 15:00:00+00:00" HY 67.08
"2019-01-30 15:00:00+00:00" APLS 12.88
"2019-01-30 15:00:00+00:00" MCY 50.19
"2019-01-30 15:00:00+00:00" CASA 11.63
"2019-01-30 15:00:00+00:00" EVRI 6.6
"2019-01-30 15:00:00+00:00" PKI 88.14
"2019-01-30 15:00:00+00:00" STAA 34.06
"2019-01-30 15:00:00+00:00" PS 28.3
"2019-01-30 15:00:00+00:00" LXRX 4.31
"2019-01-30 15:00:00+00:00" BLKB 69.34
"2019-01-30 15:00:00+00:00" CX 5.23
"2019-01-30 15:00:00+00:00" HQY 62.67
"2019-01-30 15:00:00+00:00" PAAS 14.46
"2019-01-30 15:00:00+00:00" TWIN 17.79
"2019-01-30 15:00:00+00:00" STT-E 25.84
"2019-01-30 15:00:00+00:00" HUD 12.94
"2019-01-30 15:00:00+00:00" UBSH 32.22
"2019-01-30 15:00:00+00:00" STAR 9.61
"2019-01-30 15:00:00+00:00" FHN 14.9
"2019-01-30 15:00:00+00:00" BIG 31.49
"2019-01-30 15:00:00+00:00" IBDQ 24.2
"2019-01-30 15:00:00+00:00" ARGX 102.27
"2019-01-30 15:00:00+00:00" OTEX 34.9
"2019-01-30 15:00:00+00:00" JKHY 131.11
"2019-01-30 15:00:00+00:00" RAD 0.82
"2019-01-30 15:00:00+00:00" IMMR 9.36
"2019-01-30 15:00:00+00:00" TWM 17.12
"2019-01-30 15:00:00+00:00" BANC 14.89
"2019-01-30 15:00:00+00:00" SEEL 4.2
"2019-01-30 15:00:00+00:00" ATHM 71.63
"2019-01-30 15:00:00+00:00" TEL 78.85
"2019-01-30 15:00:00+00:00" ADS 176.58
"2019-01-30 15:00:00+00:00" YNDX 32.63
"2019-01-30 15:00:00+00:00" GVA 42.16
"2019-01-30 15:00:00+00:00" LTXB 40.6
"2019-01-30 15:00:00+00:00" APPN 31.52
"2019-01-30 15:00:00+00:00" GLIBA 44.42
"2019-01-30 15:00:00+00:00" WATT 7.34
"2019-01-30 15:00:00+00:00" HNI 38.16
"2019-01-30 15:00:00+00:00" BYD 26.29
"2019-01-30 15:00:00+00:00" FIZZ 83.13
"2019-01-30 15:00:00+00:00" ALLY 26.3
"2019-01-30 15:00:00+00:00" MCHI 57.8
"2019-01-30 15:00:00+00:00" CENX 8.88
"2019-01-30 15:00:00+00:00" BTO 33.92
"2019-01-30 15:00:00+00:00" RPD 37.03
"2019-01-30 15:00:00+00:00" RPAI 12.63
"2019-01-30 15:00:00+00:00" EQH 18.39
"2019-01-30 15:00:00+00:00" OMC 76.75
"2019-01-30 15:00:00+00:00" TELL 9.55
"2019-01-30 15:00:00+00:00" NCNA 12.03
"2019-01-30 15:00:00+00:00" HEAR 14.41
"2019-01-30 15:00:00+00:00" WIT 5.49
"2019-01-30 15:00:00+00:00" NBEV 7.14
"2019-01-30 15:00:00+00:00" CWT 46.62
"2019-01-30 15:00:00+00:00" ACHC 27.6
"2019-01-30 15:00:00+00:00" OLLI 76.53
"2019-01-30 15:00:00+00:00" HMY 1.97
"2019-01-30 15:00:00+00:00" GNW 4.67
"2019-01-30 15:00:00+00:00" AEO 21.1
"2019-01-30 15:00:00+00:00" PDI 31.86
"2019-01-30 15:00:00+00:00" BLUE 126.5
"2019-01-30 15:00:00+00:00" NXTM 28.93
"2019-01-30 15:00:00+00:00" TCBI 60.34
"2019-01-30 15:00:00+00:00" WOR 36.42
"2019-01-30 15:00:00+00:00" WETF 6.37
"2019-01-30 15:00:00+00:00" TSN 61.82
"2019-01-30 15:00:00+00:00" SBLK 7.23
"2019-01-30 15:00:00+00:00" PTCT 29.35
"2019-01-30 15:00:00+00:00" MTLS 15.44
"2019-01-30 15:00:00+00:00" TAK 20.4
"2019-01-30 15:00:00+00:00" APAM 22.42
"2019-01-30 15:00:00+00:00" ALV 77.5
"2019-01-30 15:00:00+00:00" DAL 48.88
"2019-01-30 15:00:00+00:00" HUYA 19.94
"2019-01-30 15:00:00+00:00" FAMI 4.81
"2019-01-30 15:00:00+00:00" CRUS 37.89
"2019-01-30 15:00:00+00:00" QEP 8.31
"2019-01-30 15:00:00+00:00" EXPD 68.44
"2019-01-30 15:00:00+00:00" BTU 35.54
"2019-01-30 15:00:00+00:00" WLL 28.39
"2019-01-30 15:00:00+00:00" RDFN 17.56
"2019-01-30 15:00:00+00:00" GPS 25.32
"2019-01-30 15:00:00+00:00" DRI 106.36
"2019-01-30 15:00:00+00:00" ODFL 136.29
"2019-01-30 15:00:00+00:00" SMAR 30.03
"2019-01-30 15:00:00+00:00" ATU 22.49
"2019-01-30 15:00:00+00:00" CCI 115.58
"2019-01-30 15:00:00+00:00" VFC 83.77
"2019-01-30 15:00:00+00:00" VRA 8.97
"2019-01-30 15:00:00+00:00" R 56.52
"2019-01-30 15:00:00+00:00" RWT 15.85
"2019-01-30 15:00:00+00:00" DOCU 48.71
"2019-01-30 15:00:00+00:00" SKYW 49.54
"2019-01-30 15:00:00+00:00" CRBP 6.9
"2019-01-30 15:00:00+00:00" HMST 24.6
"2019-01-30 15:00:00+00:00" ESGR 177.87
"2019-01-30 15:00:00+00:00" ROG 119.97
"2019-01-30 15:00:00+00:00" ENIA 10.15
"2019-01-30 15:00:00+00:00" HSTM 24.63
"2019-01-30 15:00:00+00:00" DCP 33.24
"2019-01-30 15:00:00+00:00" SAVE 58.04
"2019-01-30 15:00:00+00:00" TGI 17.41
"2019-01-30 15:00:00+00:00" PFGC 34.13
"2019-01-30 15:00:00+00:00" IPCI 0.34
"2019-01-30 15:00:00+00:00" FLR 35.98
"2019-01-30 15:00:00+00:00" CCRN 9.36
"2019-01-30 15:00:00+00:00" AQUA 10.46
"2019-01-30 15:00:00+00:00" FXI 42.01
"2019-01-30 15:00:00+00:00" YINN 21.3
"2019-01-30 15:00:00+00:00" MLCO 21.39
"2019-01-30 15:00:00+00:00" ETM 7.11
"2019-01-30 15:00:00+00:00" MSM 82.73
"2019-01-30 15:00:00+00:00" CMCO 34.1
"2019-01-30 15:00:00+00:00" GNRC 52.66
"2019-01-30 15:00:00+00:00" BIOS 3.58
"2019-01-30 15:00:00+00:00" VICI 21.45
"2019-01-30 15:00:00+00:00" PEBO 32.29
"2019-01-30 15:00:00+00:00" WLK 76.02
"2019-01-30 15:00:00+00:00" OMCL 62.8
"2019-01-30 15:00:00+00:00" CDMO 3.71
"2019-01-30 15:00:00+00:00" TDW 21.8
"2019-01-30 15:00:00+00:00" EYE 31.45
"2019-01-30 15:00:00+00:00" TEAM 94.74
"2019-01-30 15:00:00+00:00" WERN 32.86
"2019-01-30 15:00:00+00:00" UBNT 106.63
"2019-01-30 15:00:00+00:00" SNDX 5.27
"2019-01-30 15:00:00+00:00" LOGM 90.01
"2019-01-30 15:00:00+00:00" MTRX 20.99
"2019-01-30 15:00:00+00:00" SSKN 2.94
"2019-01-30 15:00:00+00:00" SRE 114.08
"2019-01-30 15:00:00+00:00" AEE 67.75
"2019-01-30 15:00:00+00:00" AMP 118.13
"2019-01-30 15:00:00+00:00" LVS 56.89
"2019-01-30 15:00:00+00:00" HUBG 44.26
"2019-01-30 15:00:00+00:00" TSE 48.6
"2019-01-30 15:00:00+00:00" CNK 40.17
"2019-01-30 15:00:00+00:00" GPL 0.72
"2019-01-30 15:00:00+00:00" MELR 18.12
"2019-01-30 15:00:00+00:00" ARVN 17.08
"2019-01-30 15:00:00+00:00" CR 81.97
"2019-01-30 15:00:00+00:00" HTLD 19.76
"2019-01-30 15:00:00+00:00" CIG 3.69
"2019-01-30 15:00:00+00:00" TGE 24.17
"2019-01-30 15:00:00+00:00" WRI 28.32
"2019-01-30 15:00:00+00:00" BWXT 45.53
"2019-01-30 15:00:00+00:00" QIWI 15.6
"2019-01-30 15:00:00+00:00" VIV 12.87
"2019-01-30 15:00:00+00:00" BZQ 26.75
"2019-01-30 15:00:00+00:00" GGB 4.32
"2019-01-30 15:00:00+00:00" CPG 2.9
"2019-01-30 15:00:00+00:00" KDP 26.6
"2019-01-30 15:00:00+00:00" SELB 1.63
"2019-01-30 15:00:00+00:00" KELYA 22.14
"2019-01-30 15:00:00+00:00" UAA 20.97
"2019-01-30 15:00:00+00:00" EBS 60.01
"2019-01-30 15:00:00+00:00" NVR 2672.33
"2019-01-30 15:00:00+00:00" ACV 20.88
"2019-01-30 15:00:00+00:00" AG 5.83
"2019-01-30 15:00:00+00:00" DOV 87.38
"2019-01-30 15:00:00+00:00" INOV 13.84
"2019-01-30 15:00:00+00:00" SIGI 59.44
"2019-01-30 15:00:00+00:00" AER 47.6
"2019-01-30 15:00:00+00:00" SD 8.16
"2019-01-30 15:00:00+00:00" SB 1.53
"2019-01-30 15:00:00+00:00" RIGL 2.05
"2019-01-30 15:00:00+00:00" EVOP 25.02
"2019-01-30 15:00:00+00:00" VRSK 116.61
"2019-01-30 15:00:00+00:00" A 73.63
"2019-01-30 15:00:00+00:00" FOSL 17.23
"2019-01-30 15:00:00+00:00" AM 26.13
"2019-01-30 15:00:00+00:00" EPZM 9.61
"2019-01-30 15:00:00+00:00" ASND 70.5
"2019-01-30 15:00:00+00:00" SCHE 25.07
"2019-01-30 15:00:00+00:00" ORCL 49.97
"2019-01-30 15:00:00+00:00" THD 89.11
"2019-01-30 15:00:00+00:00" LMNR 21.72
"2019-01-30 15:00:00+00:00" LDOS 57.52
"2019-01-30 15:00:00+00:00" RE 217.04
"2019-01-30 15:00:00+00:00" CIM 18.94
"2019-01-30 15:00:00+00:00" AMED 128.87
"2019-01-30 15:00:00+00:00" ARNC 18.42
"2019-01-30 15:00:00+00:00" AVYA 16.46
"2019-01-30 15:00:00+00:00" MUX 1.79
"2019-01-30 15:00:00+00:00" HPQ 22.01
"2019-01-30 15:00:00+00:00" CHE 293.98
"2019-01-30 15:00:00+00:00" OMF 29.07
"2019-01-30 15:00:00+00:00" ACN 152.09
"2019-01-30 15:00:00+00:00" QID 41.98
"2019-01-30 15:00:00+00:00" LBTYK 22.7
"2019-01-30 15:00:00+00:00" IWB 147.4
"2019-01-30 15:00:00+00:00" SABR 22.75
"2019-01-30 15:00:00+00:00" REGN 414.56
"2019-01-30 15:00:00+00:00" HPP 32.45
"2019-01-30 15:00:00+00:00" NITE 12.91
"2019-01-30 15:00:00+00:00" XLRE 33.97
"2019-01-30 15:00:00+00:00" ARE 129.2
"2019-01-30 15:00:00+00:00" AVB 191.5
"2019-01-30 15:00:00+00:00" FR 32.56
"2019-01-30 15:00:00+00:00" PSA 211.51
"2019-01-30 15:00:00+00:00" WELL 76.35
"2019-01-30 15:00:00+00:00" ESS 269.97
"2019-01-30 15:00:00+00:00" TRUE 9.16
"2019-01-30 15:00:00+00:00" CHEK 3.94
"2019-01-30 15:00:00+00:00" GLOG 18.17
"2019-01-30 15:00:00+00:00" HTA 28.03
"2019-01-30 15:00:00+00:00" RWLK 0.27
"2019-01-30 15:00:00+00:00" WING 66.32
"2019-01-30 15:00:00+00:00" VBTX 26.12
"2019-01-30 15:00:00+00:00" PSQ 32.45
"2019-01-30 15:00:00+00:00" TWO 14.55
"2019-01-30 15:00:00+00:00" UTHR 115.19
"2019-01-30 15:00:00+00:00" BLHY 23.65
"2019-01-30 15:00:00+00:00" CBMG 17.14
"2019-01-30 15:00:00+00:00" RGEN 54.79
"2019-01-30 15:00:00+00:00" CARG 40.52
"2019-01-30 15:00:00+00:00" OXM 76.7
"2019-01-30 15:00:00+00:00" ARCB 40.3
"2019-01-30 15:00:00+00:00" TECD 94.49
"2019-01-30 15:00:00+00:00" QD 5.24
"2019-01-30 15:00:00+00:00" ALT 2.96
"2019-01-30 15:00:00+00:00" ALNY 78.23
"2019-01-30 15:00:00+00:00" SMBC 34.36
"2019-01-30 15:00:00+00:00" EOG 99.2
"2019-01-30 15:00:00+00:00" TCMD 66.0
"2019-01-30 15:00:00+00:00" SAP 101.32
"2019-01-30 15:00:00+00:00" ABEO 6.52
"2019-01-30 15:00:00+00:00" ESL 121.53
"2019-01-30 15:00:00+00:00" SNBR 35.18
"2019-01-30 15:00:00+00:00" USFD 34.21
"2019-01-30 15:00:00+00:00" GCI 11.15
"2019-01-30 15:00:00+00:00" TRMK 31.32
"2019-01-30 15:00:00+00:00" SLMBP 64.54
"2019-01-30 15:00:00+00:00" EHC 67.49
"2019-01-30 15:00:00+00:00" FMC 79.85
"2019-01-30 15:00:00+00:00" KRNY 13.19
"2019-01-30 15:00:00+00:00" BRKS 30.13
"2019-01-30 15:00:00+00:00" UCO 18.08
"2019-01-30 15:00:00+00:00" GKOS 60.37
"2019-01-30 15:00:00+00:00" AVA 41.27
"2019-01-30 15:00:00+00:00" DENN 17.63
"2019-01-30 15:00:00+00:00" STNG 20.02
"2019-01-30 15:00:00+00:00" THC 21.67
"2019-01-30 15:00:00+00:00" SPOK 13.73
"2019-01-30 15:00:00+00:00" HTBI 27.07
"2019-01-30 15:00:00+00:00" RTW 2.93
"2019-01-30 15:00:00+00:00" CRS 43.89
"2019-01-30 15:00:00+00:00" TBLTW 0.53
"2019-01-30 15:00:00+00:00" INCY 78.79
"2019-01-30 15:00:00+00:00" DERM 6.53
"2019-01-30 15:00:00+00:00" FSNN 2.02
"2019-01-30 15:00:00+00:00" SCHF 30.18
"2019-01-30 15:00:00+00:00" AFG 94.17
"2019-01-30 15:00:00+00:00" ACB 6.96
"2019-01-30 15:00:00+00:00" IMMU 14.41
"2019-01-30 15:00:00+00:00" SFLY 45.63
"2019-01-30 15:00:00+00:00" LQD 115.28
"2019-01-30 15:00:00+00:00" APC 46.77
"2019-01-30 15:00:00+00:00" QLTA 50.93
"2019-01-30 15:00:00+00:00" LPLA 69.31
"2019-01-30 15:00:00+00:00" INSE 6.77
"2019-01-30 15:00:00+00:00" AEIS 50.69
"2019-01-30 15:00:00+00:00" COHU 17.51
"2019-01-30 15:00:00+00:00" QHC 2.92
"2019-01-30 15:00:00+00:00" CTR 9.62
"2019-01-30 15:00:00+00:00" NRZ 16.78
"2019-01-30 15:00:00+00:00" FUL 48.16
"2019-01-30 15:00:00+00:00" EE 51.47
"2019-01-30 15:00:00+00:00" REG 64.52
"2019-01-30 15:00:00+00:00" UVXY 59.54
"2019-01-30 15:00:00+00:00" BCOR 28.7
"2019-01-30 15:00:00+00:00" CLDR 12.91
"2019-01-30 15:00:00+00:00" MDR 8.96
"2019-01-30 15:00:00+00:00" BRZU 36.52
"2019-01-30 15:00:00+00:00" IRMD 27.14
"2019-01-30 15:00:00+00:00" EWW 44.2
"2019-01-30 15:00:00+00:00" BZUN 34.43
"2019-01-30 15:00:00+00:00" SEMG 16.41
"2019-01-30 15:00:00+00:00" ROP 282.94
"2019-01-30 15:00:00+00:00" MYOK 41.04
"2019-01-30 15:00:00+00:00" BSMX 7.38
"2019-01-30 15:00:00+00:00" SPGI 185.91
"2019-01-30 15:00:00+00:00" ERIC 8.8
"2019-01-30 15:00:00+00:00" LABD 28.6
"2019-01-30 15:00:00+00:00" AAN 48.79
"2019-01-30 15:00:00+00:00" CBRE 44.59
"2019-01-30 15:00:00+00:00" ENDP 9.43
"2019-01-30 15:00:00+00:00" SCE-L 18.73
"2019-01-30 15:00:00+00:00" ATI 26.47
"2019-01-30 15:00:00+00:00" APDN 0.47
"2019-01-30 15:00:00+00:00" DPW 0.09
"2019-01-30 15:00:00+00:00" CUBE 30.79
"2019-01-30 15:00:00+00:00" SSO 103.23
"2019-01-30 15:00:00+00:00" NNDM 1.02
"2019-01-30 15:00:00+00:00" EVTC 27.52
"2019-01-30 15:00:00+00:00" SMTC 47.74
"2019-01-30 15:00:00+00:00" NOMD 17.89
"2019-01-30 15:00:00+00:00" BEDU 10.22
"2019-01-30 15:00:00+00:00" PZZA 42.67
"2019-01-30 15:00:00+00:00" BSX 37.1
"2019-01-30 15:00:00+00:00" ECH 45.38
"2019-01-30 15:00:00+00:00" KFY 44.22
"2019-01-30 15:00:00+00:00" GWRE 84.4
"2019-01-30 15:00:00+00:00" COE 7.68
"2019-01-30 15:00:00+00:00" BT 15.29
"2019-01-30 15:00:00+00:00" CXO 118.18
"2019-01-30 15:00:00+00:00" TUSK 23.09
"2019-01-30 15:00:00+00:00" SYNH 50.14
"2019-01-30 15:00:00+00:00" HCC 27.71
"2019-01-30 15:00:00+00:00" BSCO 20.25
"2019-01-30 15:00:00+00:00" XRAY 40.97
"2019-01-30 15:00:00+00:00" P 8.5
"2019-01-30 15:00:00+00:00" AMRX 12.01
"2019-01-30 15:00:00+00:00" SBGL 3.22
"2019-01-30 15:00:00+00:00" OMAB 44.18
"2019-01-30 15:00:00+00:00" CAI 24.41
"2019-01-30 15:00:00+00:00" WNC 13.73
"2019-01-30 15:00:00+00:00" TRQ 1.64
"2019-01-30 15:00:00+00:00" FMAO 31.18
"2019-01-30 15:00:00+00:00" PLCE 95.9
"2019-01-30 15:00:00+00:00" MOXC 0.52
"2019-01-30 15:00:00+00:00" PAHC 31.07
"2019-01-30 15:00:00+00:00" NCSM 5.65
"2019-01-30 15:00:00+00:00" AKS 2.81
"2019-01-30 15:00:00+00:00" BNFT 53.72
"2019-01-30 15:00:00+00:00" FATE 14.02
"2019-01-30 15:00:00+00:00" BPI 7.99
"2019-01-30 15:00:00+00:00" AVID 4.51
"2019-01-30 15:00:00+00:00" ACBI 18.42
"2019-01-30 15:00:00+00:00" EXPE 117.84
"2019-01-30 15:00:00+00:00" GES 19.27
"2019-01-30 15:00:00+00:00" VTEB 51.17
"2019-01-30 15:00:00+00:00" KN 15.15
"2019-01-30 15:00:00+00:00" BDGE 30.79
"2019-01-30 15:00:00+00:00" EDC 76.61
"2019-01-30 15:00:00+00:00" ACIW 28.48
"2019-01-30 15:00:00+00:00" PLOW 34.94
"2019-01-30 15:00:00+00:00" SVRA 7.41
"2019-01-30 15:00:00+00:00" FSS 21.41
"2019-01-30 15:00:00+00:00" AVAV 74.51
"2019-01-30 15:00:00+00:00" TUR 28.29
"2019-01-30 15:00:00+00:00" APEI 29.47
"2019-01-30 15:00:00+00:00" BF.A 46.56
"2019-01-30 15:00:00+00:00" SYBT 34.9
"2019-01-30 15:00:00+00:00" RETA 74.67
"2019-01-30 15:00:00+00:00" VRTV 32.98
"2019-01-30 15:00:00+00:00" SBOT 1.31
"2019-01-30 15:00:00+00:00" HEES 25.8
